epoch,train_accuracy,train_loss,val_accuracy,val_loss
1,0.1579703837633133,2.3992421627044678,0.22557003796100616,2.168492317199707
2,0.20741699635982513,2.197307586669922,0.2597719728946686,2.078937530517578
3,0.22840304672718048,2.1332733631134033,0.27442997694015503,2.0246663093566895
4,0.24651430547237396,2.0978660583496094,0.2850162982940674,1.993528127670288
5,0.2604570984840393,2.0660719871520996,0.3053745925426483,1.9516700506210327
6,0.2672128677368164,2.042970895767212,0.30781757831573486,1.9443126916885376
7,0.27842462062835693,2.033848285675049,0.3151465654373169,1.9228605031967163
8,0.28719276189804077,1.9999974966049194,0.32573288679122925,1.9063208103179932
9,0.2929423749446869,1.9865500926971436,0.34771987795829773,1.870766520500183
10,0.29826074838638306,1.971926212310791,0.3412052094936371,1.8653361797332764
11,0.3061664402484894,1.970405101776123,0.35504886507987976,1.8460184335708618
12,0.31780940294265747,1.9508848190307617,0.3526058495044708,1.8332539796829224
13,0.3219778537750244,1.9423267841339111,0.36889252066612244,1.8127270936965942
14,0.32557135820388794,1.9236688613891602,0.36482083797454834,1.8036189079284668
15,0.33836424350738525,1.9080371856689453,0.3745928406715393,1.7948695421218872
16,0.33405202627182007,1.894708514213562,0.371335506439209,1.7788928747177124
17,0.34411385655403137,1.8856996297836304,0.39413681626319885,1.772190809249878
18,0.3492884933948517,1.876327633857727,0.40228012204170227,1.740485668182373
19,0.35273826122283936,1.8606443405151367,0.39087948203086853,1.7397997379302979
20,0.3492884933948517,1.8621578216552734,0.4144951105117798,1.7349461317062378
21,0.3560442626476288,1.8527439832687378,0.4006514549255371,1.7140803337097168
22,0.3574816584587097,1.8436237573623657,0.4128664433956146,1.7159605026245117
23,0.36653730273246765,1.8376551866531372,0.41612377762794495,1.703850269317627
24,0.3679746985435486,1.827971339225769,0.4185667634010315,1.7039395570755005
25,0.364812433719635,1.8269342184066772,0.4226384460926056,1.6775054931640625
26,0.3771740794181824,1.8036960363388062,0.423452764749527,1.6631399393081665
27,0.3718556761741638,1.817055583000183,0.42100977897644043,1.6834901571273804
28,0.373436838388443,1.8094147443771362,0.43322476744651794,1.6743875741958618
29,0.38608595728874207,1.7950122356414795,0.44136807322502136,1.6605126857757568
30,0.3843610882759094,1.79254949092865,0.4364820718765259,1.6668123006820679
31,0.3839298486709595,1.7914475202560425,0.4356677532196045,1.65828275680542
32,0.3912605941295624,1.7732502222061157,0.4348534345626831,1.6426783800125122
33,0.3905419111251831,1.7808341979980469,0.42915308475494385,1.6332968473434448
34,0.39471036195755005,1.7746320962905884,0.4315961003303528,1.639230728149414
35,0.3972976803779602,1.7655588388442993,0.42915308475494385,1.621903419494629
36,0.4007474482059479,1.7661062479019165,0.447882741689682,1.6146496534347534
37,0.4007474482059479,1.7629023790359497,0.44625407457351685,1.6156299114227295
38,0.39902257919311523,1.7594385147094727,0.4486970603466034,1.612052083015442
39,0.40261608362197876,1.7572344541549683,0.46254071593284607,1.6013290882110596
40,0.4095155894756317,1.74010169506073,0.45114007592201233,1.6113746166229248
41,0.4027598202228546,1.7443056106567383,0.4560260474681854,1.599421501159668
42,0.40965932607650757,1.7381495237350464,0.45114007592201233,1.5944361686706543
43,0.41210290789604187,1.729646921157837,0.4389250874519348,1.5936731100082397
44,0.4079344570636749,1.7387018203735352,0.4535830616950989,1.5749191045761108
45,0.40965932607650757,1.7268069982528687,0.46416938304901123,1.581921100616455
46,0.42230847477912903,1.7261364459991455,0.4609120488166809,1.575334072113037
47,0.420583575963974,1.7226855754852295,0.48045602440834045,1.5664715766906738
48,0.4224522113800049,1.7175482511520386,0.4747557044029236,1.568105936050415
